"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow","UNIT {logPow}","logBB","UNIT {logBB}","Cbrain/Cblood","UNIT {Cbrain/Cblood}","LogD","UNIT {LogD}","P(BMEC)","UNIT {P(BMEC)}","Kpu(brain)","UNIT {Kpu(brain)}","Kpu(adipose)","UNIT {Kpu(adipose)}","Kpu(bone)","UNIT {Kpu(bone)}","Kpu(heart)","UNIT {Kpu(heart)}","Kpu(kidney)","UNIT {Kpu(kidney)}","Kpu(liver)","UNIT {Kpu(liver)}","Kpu(lungs)","UNIT {Kpu(lungs)}","Kpu(muscle)","UNIT {Kpu(muscle)}","Kpu(pancreas)","UNIT {Kpu(pancreas)}","Kpu(skin)","UNIT {Kpu(skin)}","Kpu(spleen)","UNIT {Kpu(spleen)}","Kpu(stomach)","UNIT {Kpu(stomach)}","Lambda(blood/g)","UNIT {Lambda(blood/g)}","Lambda(brain/g)","UNIT {Lambda(brain/g)}","Lambda(fat/g)","UNIT {Lambda(fat/g)}","Lambda(kidney/g)","UNIT {Lambda(kidney/g)}","Lambda((lungs/g)","UNIT {Lambda((lungs/g)}","Lambda(muscle/g)","UNIT {Lambda(muscle/g)}","Lambda(plasma/g)","UNIT {Lambda(plasma/g)}","Cblood/Cair","UNIT {Cblood/Cair}","Cbrain/Cair","UNIT {Cbrain/Cair}","Cfat/Cair","UNIT {Cfat/Cair}","Cfat/Cblood","UNIT {Cfat/Cblood}","Ckidney/Cblood","UNIT {Ckidney/Cblood}","Ckidney/Cair","UNIT {Ckidney/Cair}","Cliver/Cblood","UNIT {Cliver/Cblood}","Cliver/Cair","UNIT {Cliver/Cair}","Cmuscle/Cair","UNIT {Cmuscle/Cair}","Cmuscle/Cblood","UNIT {Cmuscle/Cblood}","Cwater/Cair","UNIT {Cwater/Cair}","SIF solubility","UNIT {SIF solubility}","Plasma stability","UNIT {Plasma stability}","LogL(water)","UNIT {LogL(water)}","LogL(blood)","UNIT {LogL(blood)}","logPow {measured, converted}","UNIT {logPow}","logBB {measured, converted}","UNIT {logBB}","Cbrain/Cblood {measured, converted}","UNIT {Cbrain/Cblood}","LogD {measured, converted}","UNIT {LogD}","P(BMEC) {measured, converted}","UNIT {P(BMEC)}","Kpu(brain) {measured, converted}","UNIT {Kpu(brain)}","Kpu(adipose) {measured, converted}","UNIT {Kpu(adipose)}","Kpu(bone) {measured, converted}","UNIT {Kpu(bone)}","Kpu(heart) {measured, converted}","UNIT {Kpu(heart)}","Kpu(kidney) {measured, converted}","UNIT {Kpu(kidney)}","Kpu(liver) {measured, converted}","UNIT {Kpu(liver)}","Kpu(lungs) {measured, converted}","UNIT {Kpu(lungs)}","Kpu(muscle) {measured, converted}","UNIT {Kpu(muscle)}","Kpu(pancreas) {measured, converted}","UNIT {Kpu(pancreas)}","Kpu(skin) {measured, converted}","UNIT {Kpu(skin)}","Kpu(spleen) {measured, converted}","UNIT {Kpu(spleen)}","Kpu(stomach) {measured, converted}","UNIT {Kpu(stomach)}","Lambda(blood/g) {measured, converted}","UNIT {Lambda(blood/g)}","Lambda(brain/g) {measured, converted}","UNIT {Lambda(brain/g)}","Lambda(fat/g) {measured, converted}","UNIT {Lambda(fat/g)}","Lambda(kidney/g) {measured, converted}","UNIT {Lambda(kidney/g)}","Lambda((lungs/g) {measured, converted}","UNIT {Lambda((lungs/g)}","Lambda(muscle/g) {measured, converted}","UNIT {Lambda(muscle/g)}","Lambda(plasma/g) {measured, converted}","UNIT {Lambda(plasma/g)}","Cblood/Cair {measured, converted}","UNIT {Cblood/Cair}","Cbrain/Cair {measured, converted}","UNIT {Cbrain/Cair}","Cfat/Cair {measured, converted}","UNIT {Cfat/Cair}","Cfat/Cblood {measured, converted}","UNIT {Cfat/Cblood}","Ckidney/Cblood {measured, converted}","UNIT {Ckidney/Cblood}","Ckidney/Cair {measured, converted}","UNIT {Ckidney/Cair}","Cliver/Cblood {measured, converted}","UNIT {Cliver/Cblood}","Cliver/Cair {measured, converted}","UNIT {Cliver/Cair}","Cmuscle/Cair {measured, converted}","UNIT {Cmuscle/Cair}","Cmuscle/Cblood {measured, converted}","UNIT {Cmuscle/Cblood}","Cwater/Cair {measured, converted}","UNIT {Cwater/Cair}","SIF solubility {measured, converted}","UNIT {SIF solubility}","Plasma stability {measured, converted}","UNIT {Plasma stability}","LogL(water) {measured, converted}","UNIT {LogL(water)}","LogL(blood) {measured, converted}","UNIT {LogL(blood)}","pH","UNIT {pH}","Temperature","UNIT {Temperature}","Equil. Method","Analytical Method","LogP exp Reference","LogP Exp class","Recommended","logPow Method","logPow Buffer","Aq. Phase","Phase Analysed","Tissue","Dataset","Species"
"O=C(C1=CC=CC=C1)NCCCOC2=CC=CC(CN3CCCCC3)=C2","-","-","30","SKB31 (benzamiden33piperidinylmethylphenoxy)","A26","2894467","666","5","-","-","-0.24","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","57.54","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"OCCCOC1=CC(CN2CCCCC2)=CC=C1","-","-","31","SKB34 (propanol33npiperidinylmethylphenoxy)","A26","2894467","666","5","-","-","-0.02","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.5","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"C1(NCCCOC2=CC(CN3CCCCC3)=CC=C2)=CC=CC=N1","-","-","34","SKB36 (2pyridineaminen33npiperidinylmethylphenoxypropyl)","A26","2894467","667","5","-","-","0.69","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","489.8","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"C1(NCCCOC2=CC=CC(CN3CCCCC3)=C2)=NC=CS1","-","-","36","SKB37","A26","2894467","667","5","-","-","0.44","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","275.4","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"C1(NCCCOC2=CC(CN3CCCCC3)=CC=C2)=NC4=C(O1)C=CC=C4","-","-","42","SKB42","A26","2894467","667","5","-","-","0.22","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","166.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"CNC(NCCSCC1=CSC(N=C(N)N)=N1)=NC#N","-","-","10","Tiotidine (SKB10)","A26","2894467","663","4","-","-","-0.82","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.14","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"N1(CC2=CC=CC(OCCCNC3=NC4=C(S3)C=CC=C4)=C2)CCCCC1","-","-","41","Zolantidine (SKB41)","A26","2894467","667","5","-","-","0.14","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","138.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Blood","",""
"OC1=C2OC3C(C=CC4C5CC(=C2C34CCN5C)C=C1)O","-","-","","Morphine","A28","9587953","574","","-","-","-0.4","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39.81","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","",""
"NC1=NC(N)=C(C2=C(Cl)C(Cl)=CC=C2)N=N1","-","-","-","lamotrigine","A33","14660018","165","-","-","-","-","-","2.29","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19500.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CC(C)(C)N(=O)=CC=1C=CN(=O)=CC1","-","-","","alpha-(4-pyridyl-1-oxide)-N-tert-butylnitrone","A34","8458582","249","1","-","-","-","-","0.42","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","263.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CC(C)(C)N(=O)=CC1=CC=CC=C1","-","-","","Phenyl-N-tert-butylnitrone","A34","8458582","249","1","-","-","-","-","0.87","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","741.3","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CC(C1=CC=CC(C(C)C)=C1O)C","-","-","-","Propofol","A35","9861134","423","-","-","-","-","-","3.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","100000.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CC(C)(NCC(COC1=CC=CC=2NC(CCC21)=O)O)C","-","-","-","carteolol","A36","9226741","391","1","-","-","-","-","9.8","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.31E11","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CC(NCC(COC1=CC=C(C=C1)CC(N)=O)O)C","-","-","-","atenolol","A37","6115665","552","-","-","-","-","-","0.2","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","158.5","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","human"
"CC(NCC(COC1=C2C=CC=CC2=CC=C1)O)C","-","-","-","Propranolol (Propanolol)","A37","6115665","552","-","-","-","-","-","26.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E28","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","human"
"C=CCOC1=CC=CC=C1OCC(O)CNC(C)C","-","-","","Oxprenalol","A37","6115665","552","","-","-","-","-","50.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E52","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","human"
"COCCC1=CC=C(C=C1)OCC(O)CNC(C)C","-","-","-","-","A37","6115665","552","-","-","-","-","-","12.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E14","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","human"
"N1(C2(C3=CC=CC=C3)CCCCC2)CCCCC1","-","-","-","phencyclidine","A38","10859146","746","-","-","-","-","-","6.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E8","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CNC(CC1=CC=CC=C1)C","-","-","-","methamphetamine","A39","10688621","1046","-","-","-","-","-","8.1","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.259E10","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","","","rat"
"CN(CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2)C","-","-","-","Chlorpromazine","A40","1360262","819","1","-","-","-","-","11.5","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.162E13","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4","-","-","","Northioridazine","A40","1360262","819","1","-","-","-","-","5.6","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.981E7","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"CN1CCCCC1CCN2C3=C(SC4=CC=C(S(C)(=O)=O)C=C24)C=CC=C3","-","-","-","Sulforidazine","A40","1360262","819","1","-","-","-","-","1.5","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3162.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"CSC1=CC=C2SC3=C(N(C2=C1)CCC4CCCCN4C)C=CC=C3","-","-","-","Thioridazine","A40","1360262","819","1","-","-","-","-","1.4","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2512.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"OCCN1CCN(CC1)CCCN2C3=CC(C(F)(F)F)=CC=C3SC4=CC=CC=C42","-","-","","Fluphenazine","A40","1360262","819","1","-","-","-","-","30.8","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.31E32","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"CN1CCCCC1CCN2C3=CC(S(C)=O)=CC=C3SC4=CC=CC=C42","-","-","","Mesoridazine","A40","1360262","819","1","-","-","-","-","0.18","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","151.4","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"CN(CCCN1C2=CC=CC=C2SC3=CC=CC=C13)C","-","-","","Promazine","A40","1360262","819","1","-","-","-","-","62.5","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.162E64","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"O=C(CCCN1CCC(C2=CC=C(Cl)C=C2)(O)CC1)C3=CC=C(F)C=C3","-","-","","Haloperidol","A40","1360262","819","1","-","-","-","-","21.8","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.31E23","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
"O=C(C1=CC=C(F)C=C1)CCCN2CCC(C3=CC=C(Br)C=C3)(O)CC2","-","-","","Bromperidol","A40","1360262","819","1","-","-","-","-","24.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E26","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Serum","","rat"
